  33 -29  18.068  17.728  0.901  0.875 -0.016
  34 -29  18.027  17.498  0.885  0.947 -0.033
  35 -29  18.020  17.244  0.906  0.982 -0.036
  36 -29  18.027  16.986  0.965  0.982 -0.032
  37 -29  18.045  16.728  0.934  1.025 -0.029
  38 -29  18.068  16.470  0.940  1.036 -0.026
  39 -29  18.095  16.215  0.984  1.016 -0.022
  40 -29  18.126  15.965  0.939  1.041 -0.020
  41 -29  18.162  15.720  0.930  1.034 -0.016
  42 -29  18.201  15.484  0.958  0.996 -0.013
  43 -29  18.246  15.258  0.891  0.999 -0.009
  44 -29  18.296  15.045  0.854  0.964 -0.005
  45 -29  18.351  14.848  0.842  0.877 -0.002
  46 -29  18.413  14.668  0.669  0.772  0.000
  47 -29  18.443  14.474 0 0 0
  48 -29  18.321  14.236 0 0 0
  49 -29  18.202  13.992 0 0 0
  50 -29  18.084  13.746 0 0 0
  51 -29  17.968  13.494 0 0 0
  52 -29  17.856  13.239 0 0 0
  53 -29  17.745  12.980 0 0 0
  54 -29  17.636  12.715 0 0 0
  55 -29  17.529  12.449 0 0 0
  56 -29  17.425  12.177 0 0 0
  57 -29  17.323  11.902 0 0 0
  58 -29  17.224  11.624 0 0 0
  59 -29  17.126  11.342 0 0 0
  60 -29  17.032  11.057 0 0 0
  61 -29  16.347   8.850  1.776  3.632 -0.171
  62 -29  14.068  -0.805 0 0 0
  63 -29  14.075  -1.010 0 0 0
  64 -29  14.084  -1.216 0 0 0
  65 -29  14.096  -1.419 0 0 0
  66 -29  14.108  -1.623 0 0 0
  67 -29  14.123  -1.826 0 0 0
  68 -29  14.139  -2.029 0 0 0
  69 -29  14.158  -2.232 0 0 0
  70 -29  14.178  -2.433 0 0 0
  71 -29  14.199  -2.634 0 0 0
  72 -29  14.222  -2.834 0 0 0
  73 -29  14.247  -3.032 0 0 0
  74 -29  14.273  -3.230 0 0 0
  75 -29  23.383  10.355 10.278 11.715  0.341
  76 -29  36.178  23.687  9.465 11.848  0.237
  77 -29  45.862  30.680  7.009  8.193  0.234
  78 -29  50.245  34.235  4.111  4.522  0.099
  79 -29  51.327  35.492  2.312  2.396  0.010
  80 -29  51.457  35.977  1.905  1.816  0.028
  81 -29  51.471  36.810  1.862  1.722  0.039
  82 -29  51.535  37.905  1.731  1.775  0.041
  83 -29  51.607  39.008  1.674  1.747  0.029
  84 -29  51.663  40.092  1.679  1.634  0.018
  85 -29  51.723  41.332  1.452  1.607  0.019
  86 -29  51.862  43.230  0.949  1.049  0.001
  87 -29  51.690  44.341 0 0 0
  88 -29  51.311  44.970 0 0 0
  89 -29  50.929  45.587 0 0 0
  90 -29  50.540  46.190 0 0 0
  91 -29  50.147  46.777 0 0 0
  92 -29  49.749  47.351 0 0 0
  93 -29  49.346  47.911 0 0 0
  94 -29  48.938  48.456 0 0 0
  95 -29  48.525  48.986 0 0 0
  96 -29  48.109  49.502 0 0 0
  97 -29  47.688  50.002 0 0 0
  98 -29  47.263  50.487 0 0 0
  99 -29  46.833  50.957 0 0 0
 100 -29  46.401  51.412 0 0 0
 101 -29  45.963  51.850 0 0 0
 102 -29  45.523  52.273 0 0 0
 103 -29  45.079  52.679 0 0 0
 104 -29  44.632  53.070 0 0 0
 105 -29  44.181  53.445 0 0 0
 106 -29  43.727  53.803 0 0 0
 107 -29  43.270  54.145 0 0 0
 108 -29  42.811  54.470 0 0 0
 109 -29  42.349  54.779 0 0 0
 110 -29  41.884  55.071 0 0 0
 111 -29  41.417  55.347 0 0 0
 112 -29  40.948  55.605 0 0 0
 113 -29  40.476  55.846 0 0 0
 114 -29  40.003  56.072 0 0 0
 115 -29  39.527  56.279 0 0 0
 116 -29  39.050  56.469 0 0 0
 117 -29  38.572  56.642 0 0 0
 118 -29  38.092  56.799 0 0 0
 119 -29  37.611  56.937 0 0 0
 120 -29  37.128  57.058 0 0 0
 121 -29  36.644  57.162 0 0 0
 122 -29  36.161  57.248 0 0 0
 123 -29  35.676  57.317 0 0 0
 124 -29  35.191  57.369 0 0 0
 125 -29  34.705  57.403 0 0 0
 126 -29  34.220  57.420 0 0 0
 127 -29  33.733  57.418 0 0 0
 128 -29  33.247  57.401 0 0 0
 129 -29  32.762  57.364 0 0 0
 130 -29  32.277  57.311 0 0 0
 131 -29  31.792  57.241 0 0 0
 132 -29  31.309  57.152 0 0 0
 133 -29  30.826  57.046 0 0 0
 134 -29  30.343  56.923 0 0 0
 135 -29  29.862  56.783 0 0 0
 136 -29  29.382  56.625 0 0 0
 137 -29  28.904  56.450 0 0 0
 138 -29  28.427  56.259 0 0 0
 139 -29  27.952  56.050 0 0 0
 140 -29  27.478  55.823 0 0 0
 141 -29  27.007  55.580 0 0 0
 142 -29  26.538  55.319 0 0 0
 143 -29  26.071  55.042 0 0 0
 144 -29  25.606  54.749 0 0 0
 145 -29  25.145  54.438 0 0 0
 146 -29  24.685  54.111 0 0 0
 147 -29  24.229  53.767 0 0 0
 148 -29  23.776  53.407 0 0 0
 149 -29  23.325  53.031 0 0 0
 150 -29  22.878  52.638 0 0 0
 151 -29  22.434  52.231 0 0 0
 152 -29  21.994  51.805 0 0 0
 153 -29  21.558  51.366 0 0 0
 154 -29  21.125  50.910 0 0 0
 155 -29  20.696  50.439 0 0 0
 156 -29  20.271  49.952 0 0 0
 157 -29  19.851  49.451 0 0 0
 158 -29  19.435  48.933 0 0 0
 159 -29  19.023  48.402 0 0 0
 160 -29  18.616  47.855 0 0 0
 161 -29  18.213  47.293 0 0 0
 162 -29  17.816  46.718 0 0 0
 163 -29  17.422  46.128 0 0 0
 164 -29  17.035  45.525 0 0 0
 165 -29  16.652  44.907 0 0 0
 166 -29  16.274  44.276 0 0 0
 167 -29  15.903  43.631 0 0 0
 168 -29  15.536  42.972 0 0 0
 169 -29  15.176  42.301 0 0 0
 170 -29  14.821  41.617 0 0 0
 171 -29  14.471  40.920 0 0 0
 172 -29  14.128  40.211 0 0 0
 173 -29  13.791  39.489 0 0 0
 174 -29  13.460  38.756 0 0 0
 175 -29  13.135  38.011 0 0 0
 176 -29  12.816  37.253 0 0 0
 177 -29  12.505  36.485 0 0 0
 178 -29  12.199  35.706 0 0 0
 179 -29  11.900  34.916 0 0 0
-180 -28  12.641  34.115 0 0 0
-179 -28   9.045  31.672  5.070  3.177  0.027
-178 -28   2.052  26.665  6.184  4.238 -0.064
-177 -28 -10.879  23.484  7.596  4.394 -0.247
-176 -28 -30.608  24.374  7.140  4.184 -0.332
-175 -28 -54.539  30.102 0 0 0
-174 -28 -54.786  30.214 0 0 0
-173 -28 -55.034  30.318 0 0 0
-172 -28 -55.283  30.412 0 0 0
-171 -28 -55.532  30.497 0 0 0
-170 -28 -55.782  30.573 0 0 0
-169 -28 -56.033  30.639 0 0 0
-168 -28 -56.284  30.697 0 0 0
-167 -28 -56.536  30.744 0 0 0
-166 -28 -56.788  30.783 0 0 0
-165 -28 -57.041  30.812 0 0 0
-164 -28 -57.293  30.831 0 0 0
-163 -28 -57.546  30.842 0 0 0
-162 -28 -57.799  30.842 0 0 0
-161 -28 -58.051  30.834 0 0 0
-160 -28 -58.304  30.816 0 0 0
-159 -28 -58.556  30.789 0 0 0
-158 -28 -58.808  30.752 0 0 0
-157 -28 -59.060  30.706 0 0 0
-156 -28 -59.312  30.650 0 0 0
-155 -28 -59.562  30.586 0 0 0
-154 -28 -59.813  30.512 0 0 0
-153 -28 -60.062  30.428 0 0 0
-152 -28 -60.311  30.336 0 0 0
-151 -28 -60.559  30.234 0 0 0
-150 -28 -60.807  30.123 0 0 0
-149 -28 -61.053  30.002 0 0 0
-148 -28 -61.298  29.873 0 0 0
-147 -28 -61.543  29.735 0 0 0
-146 -28 -61.786  29.587 0 0 0
-145 -28 -62.027  29.430 0 0 0
-144 -28 -62.268  29.265 0 0 0
-143 -28 -62.507  29.090 0 0 0
-142 -28 -62.745  28.907 0 0 0
-141 -28 -62.981  28.715 0 0 0
-140 -28 -63.215  28.514 0 0 0
-139 -28 -63.448  28.305 0 0 0
-138 -28 -63.679  28.086 0 0 0
-137 -28 -63.908  27.860 0 0 0
-136 -28 -64.136  27.625 0 0 0
-135 -28 -64.361  27.381 0 0 0
-134 -28 -64.584  27.129 0 0 0
-133 -28 -64.805  26.869 0 0 0
-132 -28 -65.025  26.600 0 0 0
-131 -28 -65.241  26.324 0 0 0
-130 -28 -65.456  26.039 0 0 0
-129 -28 -65.668  25.747 0 0 0
-128 -28 -65.878  25.446 0 0 0
-127 -28 -66.085  25.138 0 0 0
-126 -28 -66.290  24.823 0 0 0
-125 -28 -66.492  24.499 0 0 0
-124 -28 -66.691  24.169 0 0 0
-123 -28 -66.888  23.831 0 0 0
-122 -28 -67.082  23.485 0 0 0
-121 -28 -67.273  23.133 0 0 0
-120 -28 -67.461  22.773 0 0 0
-119 -28 -67.646  22.407 0 0 0
-118 -28 -67.828  22.033 0 0 0
-117 -28 -68.007  21.653 0 0 0
-116 -28 -68.183  21.267 0 0 0
-115 -28 -68.355  20.873 0 0 0
-114 -28 -33.278  27.625 11.549 15.498  0.367
-113 -28  23.453  -0.599 10.762 15.052  0.176
-112 -28  67.928 -12.070 0 0 0
-111 -28  68.024 -11.221 0 0 0
-110 -28  68.112 -10.370 0 0 0
-109 -28  68.194  -9.515 0 0 0
-108 -28  68.268  -8.657 0 0 0
-107 -28  68.335  -7.798 0 0 0
-106 -28  68.396  -6.935 0 0 0
-105 -28  68.449  -6.070 0 0 0
-104 -28  68.496  -5.204 0 0 0
-103 -28  68.534  -4.336 0 0 0
-102 -28  68.566  -3.465 0 0 0
-101 -28  68.592  -2.595 0 0 0
-100 -28  68.609  -1.724 0 0 0
 -99 -28  68.619  -0.852 0 0 0
 -98 -28  68.623   0.021 0 0 0
 -97 -28  68.619   0.892 0 0 0
 -96 -28  68.608   1.764 0 0 0
 -95 -28  68.590   2.635 0 0 0
 -94 -28  68.565   3.506 0 0 0
 -93 -28  68.533   4.375 0 0 0
 -92 -28  68.493   5.244 0 0 0
 -91 -28  68.446   6.110 0 0 0
 -90 -28  68.393   6.974 0 0 0
 -89 -28  68.333   7.837 0 0 0
 -88 -28  68.265   8.697 0 0 0
 -87 -28  68.190   9.555 0 0 0
 -86 -28  68.108  10.409 0 0 0
 -85 -28  68.019  11.261 0 0 0
 -84 -28  67.924  12.108 0 0 0
 -83 -28  67.821  12.953 0 0 0
 -82 -28  67.711  13.793 0 0 0
 -81 -28  67.595  14.629 0 0 0
 -80 -28  67.472  15.461 0 0 0
 -79 -28  67.341  16.288 0 0 0
 -78 -28  67.205  17.110 0 0 0
 -77 -28  67.061  17.927 0 0 0
 -76 -28  66.911  18.738 0 0 0
 -75 -28  66.755  19.543 0 0 0
 -74 -28  66.590  20.343 0 0 0
 -73 -28  66.421  21.137 0 0 0
 -72 -28  50.327  21.356  8.412  4.176  0.102
 -71 -28  22.964  17.800  3.116  2.256  0.022
 -70 -28  19.188  15.598  3.148  2.099  0.085
 -69 -28  11.734  14.715  3.099  1.737 -0.006
 -68 -28   5.881  12.587  1.813  1.451 -0.060
 -67 -28   3.479  12.038  1.483  1.358 -0.196
 -66 -28   2.180  11.543  1.567  1.520 -0.263
 -65 -28   1.100  11.174  1.106  1.363 -0.166
 -64 -28   1.068  10.847  0.696  0.867 -0.094
 -63 -28   0.167  10.225 0 0 0
 -62 -28   0.082  10.346 0 0 0
 -61 -28  -0.003  10.466 0 0 0
 -60 -28  -0.089  10.582 0 0 0
 -59 -28  -0.176  10.694 0 0 0
 -58 -28  -0.265  10.804 0 0 0
 -57 -28  -0.354  10.911 0 0 0
 -56 -28  -0.443  11.013 0 0 0
 -55 -28  -0.534  11.113 0 0 0
 -54 -28  -0.625  11.209 0 0 0
 -53 -28  -0.717  11.302 0 0 0
 -52 -28  -0.810  11.391 0 0 0
 -51 -28  -0.904  11.477 0 0 0
 -50 -28  -0.999  11.559 0 0 0
 -49 -28  -1.093  11.638 0 0 0
 -48 -28  -1.189  11.713 0 0 0
 -47 -28  -1.286  11.785 0 0 0
 -46 -28  -1.382  11.853 0 0 0
 -45 -28  -1.480  11.918 0 0 0
 -44 -28  -1.577  11.978 0 0 0
 -43 -28  -1.676  12.036 0 0 0
 -42 -28  -1.775  12.089 0 0 0
 -41 -28  -1.874  12.139 0 0 0
 -40 -28  -1.974  12.185 0 0 0
 -39 -28  -2.074  12.227 0 0 0
 -38 -28  -2.175  12.267 0 0 0
 -37 -28  -2.275  12.301 0 0 0
 -36 -28  -2.376  12.332 0 0 0
 -35 -28  -2.477  12.360 0 0 0
 -34 -28  -2.579  12.384 0 0 0
 -33 -28  -2.680  12.404 0 0 0
 -32 -28  -2.782  12.420 0 0 0
 -31 -28  -2.883  12.432 0 0 0
 -30 -28  -2.986  12.441 0 0 0
 -29 -28  -3.087  12.445 0 0 0
 -28 -28  -3.189  12.447 0 0 0
 -27 -28  -3.291  12.444 0 0 0
 -26 -28  -3.393  12.438 0 0 0
 -25 -28  -3.495  12.427 0 0 0
 -24 -28  -3.597  12.413 0 0 0
 -23 -28  -3.699  12.395 0 0 0
 -22 -28  -3.799  12.374 0 0 0
 -21 -28  -3.901  12.348 0 0 0
 -20 -28  -4.002  12.318 0 0 0
 -19 -28  -4.103  12.286 0 0 0
 -18 -28  -4.203  12.249 0 0 0
 -17 -28  -4.304  12.208 0 0 0
 -16 -28  -4.403  12.164 0 0 0
 -15 -28  -4.503  12.116 0 0 0
 -14 -28  -4.603  12.065 0 0 0
 -13 -28  24.876  18.036 0 0 0
 -12 -28  24.728  18.166 0 0 0
 -11 -28  24.578  18.289 0 0 0
 -10 -28  24.428  18.406 0 0 0
  -9 -28  24.277  18.519 0 0 0
  -8 -28  24.124  18.626 0 0 0
  -7 -28  23.972  18.727 0 0 0
  -6 -28  23.818  18.822 0 0 0
  -5 -28  23.663  18.912 0 0 0
  -4 -28  23.507  18.996 0 0 0
  -3 -28  23.352  19.074 0 0 0
  -2 -28  23.196  19.146 0 0 0
  -1 -28  23.038  19.213 0 0 0
   0 -28  22.881  19.274 0 0 0
   1 -28  22.722  19.329 0 0 0
   2 -28  22.564  19.378 0 0 0
   3 -28  22.405  19.420 0 0 0
   4 -28  22.245  19.457 0 0 0
   5 -28  22.086  19.488 0 0 0
   6 -28  21.926  19.514 0 0 0
   7 -28  21.766  19.533 0 0 0
   8 -28  21.606  19.547 0 0 0
   9 -28  21.446  19.554 0 0 0
  10 -28  21.286  19.555 0 0 0
  11 -28  21.126  19.551 0 0 0
  12 -28  20.965  19.540 0 0 0
  13 -28  20.805  19.524 0 0 0
  14 -28  20.645  19.501 0 0 0
  15 -28  20.485  19.473 0 0 0
  16 -28  20.326  19.439 0 0 0
  17 -28  20.167  19.398 0 0 0
  18 -28  20.008  19.353 0 0 0
  19 -28  19.850  19.300 0 0 0
  20 -28  19.692  19.243 0 0 0
  21 -28  19.535  19.178 0 0 0
  22 -28  19.378  19.109 0 0 0
  23 -28  19.222  19.034 0 0 0
  24 -28  19.066  18.953 0 0 0
  25 -28  18.911  18.865 0 0 0
  26 -28  18.756  18.773 0 0 0
  27 -28  18.644  18.685  0.628  0.597  0.028
  28 -28  18.586  18.581  0.721  0.784 -0.010
  29 -28  18.545  18.450  0.801  0.861  0.005
  30 -28  18.520  18.291  0.889  0.872  0.008
  31 -28  18.515  18.104  0.866  0.918  0.008
  32 -28  18.510  17.902  0.881  0.917 -0.003
  33 -28  18.488  17.713  0.942  0.922 -0.022
  34 -28  18.470  17.486  0.917  0.979 -0.026
  35 -28  18.465  17.242  0.930  1.003 -0.027
  36 -28  18.472  16.992  0.982  0.995 -0.026
  37 -28  18.487  16.740  0.947  1.034 -0.025
  38 -28  18.509  16.488  0.950  1.042 -0.022
  39 -28  18.536  16.237  0.991  1.020 -0.019
  40 -28  18.569  15.991  0.944  1.043 -0.016
  41 -28  18.606  15.748  0.934  1.035 -0.013
  42 -28  18.647  15.514  0.961  0.995 -0.010
  43 -28  18.693  15.288  0.894  0.998 -0.007
  44 -28  18.743  15.072  0.856  0.962 -0.004
  45 -28  18.800  14.870  0.843  0.876 -0.001
  46 -28  18.861  14.678  0.670  0.772  0.000
  47 -28  18.888  14.474 0 0 0
  48 -28  18.770  14.236 0 0 0
  49 -28  18.655  13.992 0 0 0
  50 -28  18.542  13.746 0 0 0
  51 -28  18.430  13.494 0 0 0
  52 -28  18.320  13.239 0 0 0
  53 -28  18.213  12.980 0 0 0
  54 -28  18.107  12.715 0 0 0
  55 -28  18.004  12.449 0 0 0
  56 -28  17.903  12.177 0 0 0
  57 -28  17.804  11.902 0 0 0
  58 -28  17.708  11.624 0 0 0
  59 -28  17.614  11.342 0 0 0
  60 -28  17.522  11.057 0 0 0
  61 -28  17.433  10.768 0 0 0
  62 -28  17.346  10.476 0 0 0
  63 -28  17.262  10.181 0 0 0
  64 -28  14.728  -0.483  0.573  1.364 -0.131
  65 -28  14.463  -1.419 0 0 0
  66 -28  14.475  -1.623 0 0 0
  67 -28  14.490  -1.826 0 0 0
  68 -28  14.505  -2.029 0 0 0
  69 -28  14.523  -2.232 0 0 0
  70 -28  14.543  -2.433 0 0 0
  71 -28  14.563  -2.634 0 0 0
  72 -28  14.585  -2.834 0 0 0
  73 -28  14.609  -3.032 0 0 0
  74 -28  17.746   2.240  1.943  3.715  0.248
  75 -28  38.974  26.858  8.207  8.781  0.440
  76 -28  47.395  32.092  6.062  6.819  0.352
  77 -28  50.861  34.291  4.014  4.345  0.372
  78 -28  51.884  35.392  2.445  2.438  0.210
  79 -28  51.984  35.974  1.653  1.620  0.034
  80 -28  51.846  36.369  1.496  1.517  0.003
  81 -28  51.675  36.995  1.590  1.500  0.012
  82 -28  51.555  37.799  1.522  1.617  0.042
  83 -28  51.473  38.679  1.531  1.641  0.029
  84 -28  51.390  39.576  1.565  1.512  0.013
  85 -28  51.309  40.623  1.437  1.489  0.004
  86 -28  51.297  42.052  1.385  1.444  0.011
  87 -28  51.294  43.533  1.449  1.386 -0.012
  88 -28  51.092  44.718  1.268  1.424 -0.015
  89 -28  50.717  45.587 0 0 0
  90 -28  50.341  46.190 0 0 0
  91 -28  49.960  46.777 0 0 0
  92 -28  49.574  47.351 0 0 0
  93 -28  49.184  47.911 0 0 0
  94 -28  48.789  48.456 0 0 0
  95 -28  48.390  48.986 0 0 0
  96 -28  47.987  49.502 0 0 0
  97 -28  47.579  50.002 0 0 0
  98 -28  47.167  50.487 0 0 0
  99 -28  46.751  50.957 0 0 0
 100 -28  46.332  51.412 0 0 0
 101 -28  45.909  51.850 0 0 0
 102 -28  45.482  52.273 0 0 0
 103 -28  45.052  52.679 0 0 0
 104 -28  44.619  53.070 0 0 0
 105 -28  44.183  53.445 0 0 0
 106 -28  43.743  53.803 0 0 0
 107 -28  43.301  54.145 0 0 0
 108 -28  42.856  54.470 0 0 0
 109 -28  42.408  54.779 0 0 0
 110 -28  41.958  55.071 0 0 0
 111 -28  41.506  55.347 0 0 0
 112 -28  41.051  55.605 0 0 0
 113 -28  40.594  55.846 0 0 0
 114 -28  40.136  56.072 0 0 0
 115 -28  39.676  56.279 0 0 0
 116 -28  39.214  56.469 0 0 0
 117 -28  38.751  56.642 0 0 0
 118 -28  38.286  56.799 0 0 0
 119 -28  37.820  56.937 0 0 0
 120 -28  37.353  57.058 0 0 0
 121 -28  36.885  57.162 0 0 0
 122 -28  36.416  57.248 0 0 0
 123 -28  35.946  57.317 0 0 0
 124 -28  35.477  57.369 0 0 0
 125 -28  35.007  57.403 0 0 0
 126 -28  34.536  57.420 0 0 0
 127 -28  34.066  57.418 0 0 0
 128 -28  33.595  57.401 0 0 0
 129 -28  33.125  57.364 0 0 0
 130 -28  32.655  57.311 0 0 0
 131 -28  32.186  57.241 0 0 0
 132 -28  31.718  57.152 0 0 0
 133 -28  31.249  57.046 0 0 0
 134 -28  30.783  56.923 0 0 0
 135 -28  30.316  56.783 0 0 0
 136 -28  29.852  56.625 0 0 0
 137 -28  29.389  56.450 0 0 0
 138 -28  28.927  56.259 0 0 0
 139 -28  28.467  56.050 0 0 0
 140 -28  28.008  55.823 0 0 0
 141 -28  27.552  55.580 0 0 0
 142 -28  27.098  55.319 0 0 0
 143 -28  26.646  55.042 0 0 0
 144 -28  26.195  54.749 0 0 0
 145 -28  25.749  54.438 0 0 0
 146 -28  25.303  54.111 0 0 0
 147 -28  24.862  53.767 0 0 0
 148 -28  24.422  53.407 0 0 0
 149 -28  23.987  53.031 0 0 0
 150 -28  23.553  52.638 0 0 0
 151 -28  23.124  52.231 0 0 0
 152 -28  22.698  51.805 0 0 0
 153 -28  22.275  51.366 0 0 0
 154 -28  21.856  50.910 0 0 0
 155 -28  21.440  50.439 0 0 0
 156 -28  21.030  49.952 0 0 0
 157 -28  20.622  49.451 0 0 0
 158 -28  20.219  48.933 0 0 0
 159 -28  19.821  48.402 0 0 0
 160 -28  19.426  47.855 0 0 0
 161 -28  19.036  47.293 0 0 0
 162 -28  18.651  46.718 0 0 0
 163 -28  18.270  46.128 0 0 0
 164 -28  17.895  45.525 0 0 0
 165 -28  17.524  44.907 0 0 0
 166 -28  17.159  44.276 0 0 0
 167 -28  16.799  43.631 0 0 0
 168 -28  16.444  42.972 0 0 0
 169 -28  16.095  42.301 0 0 0
 170 -28  15.751  41.617 0 0 0
 171 -28  15.413  40.920 0 0 0
 172 -28  15.080  40.211 0 0 0
 173 -28  14.755  39.489 0 0 0
 174 -28  14.434  38.756 0 0 0
 175 -28  14.119  38.011 0 0 0
 176 -28  13.810  37.253 0 0 0
 177 -28  13.508  36.485 0 0 0
 178 -28  13.213  35.706 0 0 0
 179 -28  12.923  34.916 0 0 0
-180 -27  13.669  34.115 0 0 0
-179 -27  12.392  32.155  3.556  2.860 -0.013
-178 -27   7.286  26.668  6.047  4.495 -0.055
-177 -27  -3.866  22.653  8.502  4.982 -0.221
-176 -27 -24.014  22.907  8.724  5.170 -0.292
-175 -27 -49.557  28.919  5.837  4.133 -0.388
-174 -27 -55.408  30.214 0 0 0
-173 -27 -55.648  30.318 0 0 0
-172 -27 -55.889  30.412 0 0 0
-171 -27 -56.130  30.497 0 0 0
-170 -27 -56.372  30.573 0 0 0
-169 -27 -56.615  30.639 0 0 0
-168 -27 -56.858  30.697 0 0 0
-167 -27 -57.101  30.744 0 0 0
-166 -27 -57.345  30.783 0 0 0
-165 -27 -57.589  30.812 0 0 0
-164 -27 -57.833  30.831 0 0 0
-163 -27 -58.077  30.842 0 0 0
-162 -27 -58.322  30.842 0 0 0
-161 -27 -58.566  30.834 0 0 0
-160 -27 -58.810  30.816 0 0 0
-159 -27 -59.054  30.789 0 0 0
-158 -27 -59.298  30.752 0 0 0
-157 -27 -59.542  30.706 0 0 0
-156 -27 -59.785  30.650 0 0 0
-155 -27 -60.027  30.586 0 0 0
-154 -27 -60.269  30.512 0 0 0
-153 -27 -60.511  30.428 0 0 0
-152 -27 -60.752  30.336 0 0 0
-151 -27 -60.992  30.234 0 0 0
-150 -27 -61.231  30.123 0 0 0
-149 -27 -61.469  30.002 0 0 0
-148 -27 -61.706  29.873 0 0 0
-147 -27 -61.942  29.735 0 0 0
-146 -27 -62.177  29.587 0 0 0
-145 -27 -62.411  29.430 0 0 0
-144 -27 -62.644  29.265 0 0 0
-143 -27 -62.875  29.090 0 0 0
-142 -27 -63.105  28.907 0 0 0
-141 -27 -63.333  28.715 0 0 0
-140 -27 -63.560  28.514 0 0 0
-139 -27 -63.785  28.305 0 0 0
-138 -27 -64.008  28.086 0 0 0
-137 -27 -64.230  27.860 0 0 0
-136 -27 -64.450  27.625 0 0 0
-135 -27 -64.668  27.381 0 0 0
-134 -27 -64.884  27.129 0 0 0
-133 -27 -65.098  26.869 0 0 0
-132 -27 -65.309  26.600 0 0 0
-131 -27 -65.519  26.324 0 0 0
-130 -27 -65.727  26.039 0 0 0
-129 -27 -65.932  25.747 0 0 0
-128 -27 -66.135  25.446 0 0 0
-127 -27 -66.335  25.138 0 0 0
-126 -27 -66.533  24.823 0 0 0
-125 -27 -66.728  24.499 0 0 0
-124 -27 -66.921  24.169 0 0 0
-123 -27 -67.111  23.831 0 0 0
-122 -27 -67.299  23.485 0 0 0
-121 -27 -67.483  23.133 0 0 0
-120 -27 -67.665  22.773 0 0 0
-119 -27 -67.844  22.407 0 0 0
-118 -27 -68.020  22.033 0 0 0
-117 -27 -68.194  21.653 0 0 0
-116 -27 -68.364  21.267 0 0 0
-115 -27 -62.976  23.395  3.061  5.624  0.246
-114 -27  -7.662  24.889 14.102 15.492  0.309
-113 -27  38.719   9.067 12.055 15.908  0.201
-112 -27  67.590 -12.070 0 0 0
-111 -27  67.683 -11.221 0 0 0
-110 -27  67.768 -10.370 0 0 0
-109 -27  67.846  -9.515 0 0 0
-108 -27  67.918  -8.657 0 0 0
-107 -27  67.984  -7.798 0 0 0
-106 -27  68.042  -6.935 0 0 0
-105 -27  68.094  -6.070 0 0 0
-104 -27  68.138  -5.204 0 0 0
-103 -27  68.176  -4.336 0 0 0
-102 -27  68.207  -3.465 0 0 0
-101 -27  68.231  -2.595 0 0 0
-100 -27  68.248  -1.724 0 0 0
 -99 -27  68.258  -0.852 0 0 0
 -98 -27  68.261   0.021 0 0 0
 -97 -27  68.258   0.892 0 0 0
 -96 -27  68.247   1.764 0 0 0
 -95 -27  68.230   2.635 0 0 0
 -94 -27  68.205   3.506 0 0 0
 -93 -27  68.174   4.375 0 0 0
 -92 -27  68.136   5.244 0 0 0
 -91 -27  68.091   6.110 0 0 0
 -90 -27  68.039   6.974 0 0 0
 -89 -27  67.981   7.837 0 0 0
 -88 -27  67.915   8.697 0 0 0
 -87 -27  67.843   9.555 0 0 0
 -86 -27  67.764  10.409 0 0 0
 -85 -27  67.678  11.261 0 0 0
 -84 -27  67.585  12.108 0 0 0
 -83 -27  67.486  12.953 0 0 0
 -82 -27  67.380  13.793 0 0 0
 -81 -27  67.268  14.629 0 0 0
 -80 -27  67.148  15.461 0 0 0
 -79 -27  67.022  16.288 0 0 0
 -78 -27  66.890  17.110 0 0 0
 -77 -27  66.752  17.927 0 0 0
 -76 -27  66.606  18.738 0 0 0
 -75 -27  66.454  19.543 0 0 0
 -74 -27  66.296  20.343 0 0 0
 -73 -27  66.132  21.137 0 0 0
 -72 -27  65.961  21.924 0 0 0
 -71 -27  28.093  18.934  2.680  1.991  0.178
 -70 -27  19.706  15.104  2.378  2.143 -0.036
 -69 -27  12.951  16.145  2.555  1.548 -0.020
 -68 -27   7.043  13.226  1.941  1.613 -0.077
 -67 -27   2.677  12.162  1.594  1.398 -0.198
 -66 -27   1.810  11.295  1.245  1.275 -0.292
 -65 -27   0.840   9.934  0.901  1.005 -0.238
 -64 -27   0.108  10.099 0 0 0
 -63 -27   0.028  10.225 0 0 0
 -62 -27  -0.054  10.346 0 0 0
 -61 -27  -0.136  10.466 0 0 0
 -60 -27  -0.219  10.582 0 0 0
 -59 -27  -0.304  10.694 0 0 0
 -58 -27  -0.389  10.804 0 0 0
 -57 -27  -0.475  10.911 0 0 0
 -56 -27  -0.562  11.013 0 0 0
 -55 -27  -0.650  11.113 0 0 0
 -54 -27  -0.738  11.209 0 0 0
 -53 -27  -0.828  11.302 0 0 0
 -52 -27  -0.917  11.391 0 0 0
 -51 -27  -1.007  11.477 0 0 0
 -50 -27  -1.099  11.559 0 0 0
 -49 -27  -1.191  11.638 0 0 0
 -48 -27  -1.284  11.713 0 0 0
 -47 -27  -1.377  11.785 0 0 0
 -46 -27  -1.470  11.853 0 0 0
 -45 -27  -1.564  11.918 0 0 0
 -44 -27  -1.659  11.978 0 0 0
 -43 -27  -1.754  12.036 0 0 0
 -42 -27  -1.850  12.089 0 0 0
 -41 -27  -1.946  12.139 0 0 0
 -40 -27  -2.042  12.185 0 0 0
